,Domestic production of solid biomass,Total imports of solid biomass,Total primary production of biogas,Domestic production of liquid biomass,Total production from forestry (forest wood),"Total production from other solid biomass (non-forest wood, straw, wood chips, logs…)","Biogas production from food waste, oil waste",Biogas production from solid / liquid manure (methanised livestock manure),Biogas production from methanised crop residues,Primary energy production from methanised intermediate crops,Biogas production from methanised grass and fodder crops,Biogas production from other sources,Total Final energy consumption in agriculture,Final energy consumption from solid fossil fuels (coal ...) in agriculture,Final energy consumption from solid biomass in agriculture,Final oil consumption in agriculture,Final energy consumption from gas grid / gas consumed locally in agriculture,Final electricity consumption in agriculture,Total CO2 emissions from agriculture,CO2 emissions from the use of soil improvers and fertilisers,CO2 emissions from energy combustion in agriculture,Total CH4 emissions from agriculture,CH4 emissions from enteric fermentation,CH4 emissions from livestock manure,"Other CH4 emissions from agriculture (rice, residue burning)",Total N2O emissions from agriculture,N2O emissions from livestock and livestock manure,N2O emissions from soils,"Other N2O emissions from agriculture (organic soils, residue burning)","Other GHG (HFC, PFC, SF6) emissions from agriculture",Total CO2 emissions from the LULUCF sector,CO2 emissions from LULUCF in forest,CO2 emissions from LULUCF in non-forest areas,Total CH4 emissions from the LULUCF sector,CH4 emissions from LULUCF in forest,CH4 emissions from LULUCF in non-forest areas,Total N2O emissions from the LULUCF sector,N2O emissions from LULUCF in forest,N2O emissions from LULUCF in non-forest areas,"Total other GHG (HFC, PFC, SF6) emissions from the LULUCF sector","Other GHG (HFC, PFC, SF6) emissions from LULUCF in forest","Other GHG (HFC, PFC, SF6) emissions from LULUCF in non-forest areas",Total net GHG emissions from non-energy sources in agriculture,Any general comment on Solagro figures?
CZ,39.6895433264291,-1.77375114425299,13.6812814414848,4.00644594737462,5.9768418927363,33.7127014336928,0.340024104403865,0.877467699549592,3.26361025347713,7.14251091533587,0.737309328019572,1.32035914069873,0.0,0.0,0.0,0.0,0.0,0.0,0.255734377284584,0.255734377284584,0.0,1.87249594976625,1.65877650235507,0.21371944741118,0.0,2.20863477435297,0.40610482531492,1.80252994903805,0.0,0.0,-5.9366463940135,-4.29347181028845,-1.64317458372505,0.031663,0.031663,0.0,0.0258664,0.02087788,0.00498852000000001,0.0,0.0,0.0,-1.5422518926097,0.0
DK,17.4190818961225,22.612172490315,11.1668140735545,4.25053034864302,6.682030458163,10.7370514379595,0.217923844004732,1.93058362114238,2.97977298032903,5.55872258593422,0.0,0.479811042144097,0.0,0.0,0.0,0.0,0.0,0.0,0.247939100377403,0.247939100377403,0.0,2.78795170301607,2.22512611859178,0.559764584424291,0.003061,3.14576671853623,0.386384182524834,2.7584378760114,0.00094466,0.0,9.43791958850808,6.28432434571963,3.15359524278845,0.02812525,0.0,0.02812525,0.01015882,0.0,0.01015882,0.0,0.0,0.0,15.6578611804378,0.0
PT,30.3795559245476,-1.3774113221968,4.61061620946359,2.17205474506076,6.71446121917899,23.6650947053687,0.379582787750209,1.12567907477222,0.530974690337685,2.39796561500928,0.0,0.17641404159419,0.0,0.0,0.0,0.0,0.0,0.0,0.03422704298224,0.03422704298224,0.0,2.57684708731722,2.1891942062319,0.21399813108533,0.17365475,1.4663985212797,0.0824219209803048,1.36735118029939,0.01662542,0.0,-9.49094268171698,-7.03130609402234,-2.45963658769465,0.14088125,0.06658475,0.0742965,0.35563022,0.03464846,0.32098176,0.0,0.0,0.0,-4.91695856013782,0.0
RO,44.2490088237794,-2.00169428210385,39.6804181932309,4.94293819769474,17.4655018087549,26.7835070150244,0.823847689458141,3.40293415124298,7.14474228782134,28.2700082796995,0.0,0.0388857850089309,0.0,0.0,0.0,0.0,0.0,0.0,0.0892802935755402,0.0892802935755402,0.0,7.59309781103906,6.6240221077218,0.520550953317261,0.44852475,4.0760718072267,0.349491427362541,3.56322273986415,0.16335764,0.0,-28.0244497336865,-19.9817910184655,-8.04265871522105,0.00109875,0.00109875,0.0,1.99085456,0.00036058,1.99049398,0.0,0.0,0.0,-14.2740465118452,0.0
AT,69.2822002895423,-2.76914480921,8.19024498825035,2.75208349518053,25.0845077085085,44.1976925810338,0.323410309386049,1.20086361148408,1.88889692795668,4.08921316279663,0.0,0.687860976626908,0.0,0.0,0.0,0.0,0.0,0.0,0.105608711227935,0.105608711227935,0.0,2.62112685034912,2.49311302005953,0.127446080289585,0.00056775,1.5677587431912,0.21278123246967,1.35487917072153,9.834e-05,0.0,-0.314933060896957,1.15175691805309,-1.46668997895005,0.0241095,0.00032275,0.02378675,0.1203771,0.02419462,0.09618248,0.0,0.0,0.0,4.12404784387129,0.0
BG,16.8502425648754,-0.714684497907672,16.3278257515576,1.74261088591722,5.37936950533418,11.4708730595412,0.243680581719743,0.707745745796726,3.49669435392534,11.5773605619381,0.170528287808439,0.131816220369257,0.0,0.0,0.0,0.0,0.0,0.0,0.0372086,0.0372086,0.0,1.1850643311906,1.03204746376284,0.0356618674277592,0.117355,2.93849809894491,0.287402882014714,2.65797998445893,0.00694936,0.0,-0.637988706923153,0.708909040357354,-1.34689774728051,0.01277175,0.01277175,0.0,0.50848038,0.1546322,0.35384818,0.0,0.0,0.0,4.04403445321236,0.0
EE,12.6379695607729,-0.536459100964725,1.70489963705108,0.345198245233214,2.14229510376553,10.4956744570074,0.0484663965689202,0.172479172406217,0.332588081480259,1.12785876062983,0.0,0.0235072259658509,0.0,0.0,0.0,0.0,0.0,0.0,0.00606619658269512,0.00606619658269512,0.0,0.355831218664843,0.330666909214672,0.025164309450171,0.0,0.467950777211916,0.0315457400835399,0.436405037128376,0.0,0.0,-3.3739819429756,-3.12696355653303,-0.247018386442571,6.325e-05,2.75e-06,6.05e-05,0.01746578,0.00066454,0.01680124,0.0,0.0,0.0,-2.52660472051615,0.0
GR,13.0181438499579,-0.585655341374266,12.4148815620967,1.16872981844714,10.4934595922472,2.52468425771067,0.373553264377133,2.81603697048681,1.54380201588024,4.35418571304929,3.10387510477734,0.223428493525891,0.0,0.0,0.0,0.0,0.0,0.0,0.02600675,0.02600675,0.0,3.58009732677602,3.19156654599043,0.212115530785592,0.17641525,2.4571215090725,0.172868613529561,2.27322987554294,0.01102302,0.0,-3.31496501975239,-2.60465528835944,-0.710309731392956,0.01080875,0.004254,0.00655475,0.01551984,0.00034866,0.01517118,0.0,0.0,0.0,2.77458915609613,0.0
LV,28.3915953311728,-3.51936303616835,4.46815899441528,0.801409611311321,4.38140732202488,24.0101880091479,0.0766436421859858,0.279162157190113,0.840265923770848,2.50611959397716,0.568463040437903,0.197504636853271,0.0,0.0,0.0,0.0,0.0,0.0,0.0174164682684649,0.0174164682684649,0.0,0.530164782072372,0.503217712371623,0.0269470697007485,0.0,0.735971616892953,0.0443505878453127,0.691621029047641,0.0,0.0,0.542895070387296,2.52927758317238,-1.98638251278508,0.2531645,0.01281275,0.24035175,0.03949692,0.00150192,0.037995,0.0,0.0,0.0,2.11910935762109,0.0
HU,36.7168318239349,1.38688724799063,21.3787352062317,6.80737583891334,21.6780216898697,15.0388101340652,0.335087729567688,0.899486278154731,5.32106923734452,14.6272146076918,0.00122873472769648,0.19464861874527,0.0,0.0,0.0,0.0,0.0,0.0,0.173430103287262,0.173430103287262,0.0,1.43169391856093,1.22935315915187,0.184513509409065,0.01782725,2.51428968179218,0.257657579424711,2.25663210236747,0.0,0.0,0.49236204458354,-4.53152382146575,5.02388586604929,0.01808175,0.0173275,0.000754250000000003,0.05265958,0.01828528,0.0343743,0.0,0.0,0.0,4.68251707822392,0.0
IE,7.74598858083459,-1.21801679870538,11.3258893362437,0.533904919716165,1.22029109747071,6.52569748336388,0.177890296168683,3.92678488746181,0.841596490005295,1.34736190206392,4.90856820709748,0.123687553446487,0.0,0.0,0.0,0.0,0.0,0.0,0.508786749823175,0.508786749823175,0.0,8.1770811378318,7.76508676371108,0.411994374120721,0.0,5.14596010319347,0.287404011221954,4.85855609197152,0.0,0.0,-6.56870434146376,-7.13490881158817,0.566204470124408,0.3308945,0.004342,0.3265525,0.16482082,0.00030098,0.16451984,0.0,0.0,0.0,7.75883896938468,0.0
SK,14.2177127391877,-0.45778260094906,7.53044799694249,1.31720552964861,2.4575947546489,11.7601179845388,0.195728791048893,0.403533549474106,1.6190555067527,4.34592497715428,0.6327101349783,0.333495037534221,0.0,0.0,0.0,0.0,0.0,0.0,0.0681547756818908,0.0681547756818908,0.0,0.675232212883561,0.62664273038894,0.0485894824946215,0.0,0.839421554364075,0.0941643718552736,0.745257182508802,0.0,0.0,-6.86614272643831,-3.18988425385741,-3.67625847258091,0.023053,0.023053,0.0,0.03302734,0.01520098,0.01782636,0.0,0.0,0.0,-5.22725384350879,0.0
LT,26.32006272468,-0.973291438448318,7.98912405308867,1.59762459033463,7.82799106457101,18.492071660109,0.117900458761451,0.515446548213717,1.8078973873587,5.06129809797885,0.416279576579014,0.0703019841969373,0.0,0.0,0.0,0.0,0.0,0.0,0.0331818088660365,0.0331818088660365,0.0,1.05897419271592,0.973744986745719,0.0852292059702009,0.0,1.29080396622791,0.0973594905339591,1.19344447569395,0.0,0.0,-9.51016879711252,-10.6042312991912,1.09406250207864,0.00130275,0.00011,0.00119275,0.10952096,7.152e-05,0.10944944,0.0,0.0,0.0,-7.01638511930266,0.0
HR,18.7011796339135,-0.774509925776082,4.88832486162051,1.22036579036995,8.59942937973301,10.1017502541805,0.154047616630062,0.361227593459111,1.14988975918359,3.00870778030587,0.112074847555094,0.10237726448679,0.0,0.0,0.0,0.0,0.0,0.0,0.0742461533357338,0.0742461533357338,0.0,0.877318655155441,0.749980156334632,0.127338498820809,0.0,0.69548754249799,0.082814437419149,0.612673105078841,0.0,0.0,-2.15518858295704,-2.2551721953679,0.0999836124108564,0.013964,0.009821,0.004143,0.11104076,0.00647554,0.10456522,0.0,0.0,0.0,-0.383131471967877,0.0
LU,0.978860360333148,-0.013153038876258,0.424332535361633,0.265980554239581,0.329208558466021,0.649651801867127,0.0217454106571103,0.087209674267376,0.0879392690645584,0.183719134950118,0.0,0.0437190464224704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.991046242783312,-0.841915161761138,-0.149131081022175,0.0,0.0,0.0,0.01079356,0.0,0.01079356,0.0,0.0,0.0,-0.980252682783312,0.0
SI,11.2955640787139,-0.29632006238515,1.32020976272769,0.266233616420508,1.98377042919134,9.31179364952256,0.075620523006,0.253823620885205,0.209314651407565,0.555378326164003,0.159725143679052,0.0663474975858596,0.0,0.0,0.0,0.0,0.0,0.0,0.0219202848278669,0.0219202848278669,0.0,0.672963501920354,0.599694881798351,0.0732686201220029,0.0,0.330411436355343,0.0500083587699015,0.280403077585442,0.0,0.0,-5.36060214981288,-5.47465651641272,0.11405436659984,0.0002425,0.0002425,0.0,0.02751434,0.00016092,0.02735342,0.0,0.0,0.0,-4.30755008670932,0.0
CH,0.0,0.0,2.85335718489408,1.01340543574423,0.0,0.0,0.278271831147248,1.32829198951391,0.436855205900582,0.809938158332339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0809907435101568,0.0809907435101568,0.0,4.1679921970177,3.74382554349587,0.424166653521838,0.0,1.6174209948711,0.25631593694084,1.36110505793026,0.0,0.0,2.7052698890363,-0.112888223576085,2.81815811261239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.57167382443527,0.0
NO,0.0,0.0,2.69010595436611,0.540446097157165,0.0,0.0,0.174338978550083,0.585340500782686,0.33317264124207,1.0162595310672,0.580994302724069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.118070781615234,0.118070781615234,0.0,2.19249602174532,2.04455210810308,0.143534413642247,0.0044095,2.40374282481618,0.158316579296661,2.24406140551952,0.00136484,0.0,-92.1847200129954,-109.434125881345,17.2494058683493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-87.4704103848187,0.0
